name,year,rating,genre,run_time,casts
La haine,1995,8.1,"Crime,Drama",1h 38m,"Vincent Cassel,Hubert Koundé,Saïd Taghmaoui,Abdel Ahmed Ghili,Solo,Joseph Momo,Héloïse Rauth,Rywka Wajsbrot,Olga Abrego,Laurent Labasse,Choukri Gabteni,Nabil Ben Mhamed,Benoît Magimel,Médard Niang,Arash Mansour,Abdel-Moulah Boujdouni,Mathilde Vitry,Christian Moro"
Finding Nemo,2003,8.2,"Animation,Adventure,Comedy",1h 40m,"Albert Brooks,Ellen DeGeneres,Alexander Gould,Willem Dafoe,Brad Garrett,Allison Janney,Austin Pendleton,Stephen Root,Vicki Lewis,Joe Ranft,Geoffrey Rush,Andrew Stanton,Elizabeth Perkins,Nicholas Bird,Bob Peterson,Barry Humphries,Eric Bana,Bruce Spence"
Cinema Paradiso,1988,8.5,"Drama,Romance",2h 35m,"Philippe Noiret,Enzo Cannavale,Antonella Attili,Isa Danieli,Leo Gullotta,Marco Leonardi,Pupella Maggio,Agnese Nano,Leopoldo Trieste,Salvatore Cascio,Tano Cimarosa,Nicola Di Pinto,Roberta Lena,Nino Terzo,Jacques Perrin,Nellina Laganà,Turi Giuffrida,Mariella Lo Giudice"
The Bridge on the River Kwai,1957,8.2,"Adventure,Drama,War",2h 41m,"William Holden,Alec Guinness,Jack Hawkins,Sessue Hayakawa,James Donald,Geoffrey Horne,André Morell,Peter Williams,John Boxer,Percy Herbert,Harold Goodwin,Ann Sears,Heihachirô Ôkawa,Keiichirô Katsumoto,M.R.B. Chakrabandhu,Vilaiwan Seeboonreaung,Ngamta Suphaphongs,Javanart Punynchoti"
On the Waterfront,1954,8.1,"Crime,Drama,Thriller",1h 48m,"Marlon Brando,Karl Malden,Lee J. Cobb,Rod Steiger,Pat Henning,Leif Erickson,James Westerfield,Tony Galento,Tami Mauriello,John F. Hamilton,John Heldabrand,Rudy Bond,Don Blackman,Arthur Keegan,Abe Simon,Eva Marie Saint,Martin Balsam,Dan Bergin"
Aladdin,1992,8.0,"Animation,Adventure,Comedy",1h 30m,"Scott Weinger,Robin Williams,Linda Larkin,Jonathan Freeman,Frank Welker,Gilbert Gottfried,Douglas Seale,Charlie Adler,Jack Angel,Corey Burton,Philip L. Clarke,Jim Cummings,Jennifer Darling,Debi Derryberry,Bruce Gooch,Jerry Houser,Vera Lockwood,Sherry Lynn"
Gran Torino,2008,8.1,Drama,1h 56m,"Clint Eastwood,Bee Vang,Christopher Carley,Ahney Her,Brian Haley,Geraldine Hughes,Dreama Walker,Brian Howe,John Carroll Lynch,William Hill,Brooke Chia Thao,Chee Thao,Choua Kue,Scott Eastwood,Xia Soua Chang,Sonny Vue,Doua Moua,Greg Trzaskoma"
The Deer Hunter,1978,8.1,"Drama,War",3h 3m,"Robert De Niro,Christopher Walken,John Cazale,John Savage,Meryl Streep,George Dzundza,Chuck Aspegren,Shirley Stoler,Rutanya Alda,Pierre Segui,Mady Kaplan,Amy Wright,Mary Ann Haenel,Richard Kuss,Joe Grifasi,Christopher Colombi Jr.,Victoria Karnafel,Jack Scardino"
Witness for the Prosecution,1957,8.4,"Crime,Drama,Mystery",1h 56m,"Tyrone Power,Marlene Dietrich,Charles Laughton,Elsa Lanchester,John Williams,Henry Daniell,Ian Wolfe,Torin Thatcher,Norma Varden,Una O'Connor,Francis Compton,Philip Tonge,Ruta Lee,Patrick Aherne,Don Ames,Walter Bacon,Eddie Baker,Benjie Bancroft"
Heat,1995,8.3,"Action,Crime,Drama",2h 50m,"Al Pacino,Robert De Niro,Val Kilmer,Jon Voight,Tom Sizemore,Diane Venora,Amy Brenneman,Ashley Judd,Mykelti Williamson,Wes Studi,Ted Levine,Dennis Haysbert,William Fichtner,Natalie Portman,Tom Noonan,Kevin Gage,Hank Azaria,Susan Traylor"
Metropolis,1927,8.3,"Drama,Sci-Fi",2h 33m,"Brigitte Helm,Alfred Abel,Gustav Fröhlich,Rudolf Klein-Rogge,Fritz Rasp,Theodor Loos,Erwin Biswanger,Heinrich George,Fritz Alberti,Grete Berger,Olly Boeheim,Max Dietze,Ellen Frey,Beatrice Garga,Heinrich Gotho,Dolly Grey,Anny Hintze,Gottfried Huppertz"
My Neighbor Totoro,1988,8.1,"Animation,Comedy,Family",1h 26m,"Hitoshi Takagi,Noriko Hidaka,Chika Sakamoto,Shigesato Itoi,Sumi Shimamoto,Tanie Kitabayashi,Hiroko Maruyama,Machiko Washio,Reiko Suzuki,Masashi Hirose,Toshiyuki Amagasa,Shigeru Chiba,Naoki Tatsuta,Tarako,Tomohiro Nishimura,Mitsuko Ishida,Chie Kôjiro,Daiki Nakamura"
Hachi: A Dog's Tale,2009,8.1,"Biography,Drama,Family",1h 33m,"Richard Gere,Joan Allen,Cary-Hiroyuki Tagawa,Sarah Roemer,Jason Alexander,Erick Avari,Davenia McFadden,Robbie Sublett,Kevin DeCoste,Rob Degnan,Tora Hallström,Donna Sorbello,Frank S. Aronson,Troy Doherty,Ian Sherman,Timothy Crowe,Denece Ryland,Blake Friedman"
Dersu Uzala,1975,8.2,"Adventure,Biography,Drama",2h 22m,"Maksim Munzuk,Yuriy Solomin,Mikhail Bychkov,Vladimir Khrulyov,V. Lastochkin,Stanislav Marin,Igor Sykhra,Vladimir Sergiyakov,Yanis Yakobsons,Vladimir Khlestov,G. Polunin,V. Koldin,M. Tetov,S. Sinyavskiy,Vladimir Sverba,V. Ignatov,Vladimir Kremena,Aleksandr Pyatkov"
The Kid,1921,8.3,"Comedy,Drama,Family",1h 8m,"Charles Chaplin,Edna Purviance,Jackie Coogan,Carl Miller,Albert Austin,Beulah Bains,Nellie Bly Baker,Henry Bergman,Edward Biby,B.F. Blinn,Kitty Bradbury,Frank Campeau,Bliss Chevalier,Frances Cochran,Elsie Codd,Jack Coogan Sr.,Estelle Cook,Lillian Crane"
A Separation,2011,8.3,Drama,2h 3m,"Payman Maadi,Leila Hatami,Sareh Bayat,Shahab Hosseini,Sarina Farhadi,Merila Zare'i,Ali-Asghar Shahbazi,Babak Karimi,Kimia Hosseini,Shirin Yazdanbakhsh,Sohibanoo Zolqadr,Mohammadhasan Asghari,Shirin Azimiyannezhad,Hamid Dadju,Mohammad Ebrahimian,Samad Farhang,Ali Fattahi,Nafise Ghodrati"
Se7en,1995,8.6,"Crime,Drama,Mystery",2h 7m,"Morgan Freeman,Brad Pitt,Kevin Spacey,Andrew Kevin Walker,Daniel Zacapa,Gwyneth Paltrow,John Cassini,Bob Mack,Peter Crombie,Reg E. Cathey,R. Lee Ermey,George Christy,Endre Hules,Hawthorne James,William Davidson,Bob Collins,Jimmy Dale Hartsell,Richard Roundtree"
Fight Club,1999,8.8,Drama,2h 19m,"Brad Pitt,Edward Norton,Meat Loaf,Zach Grenier,Richmond Arquette,David Andrews,George Maguire,Eugenie Bondurant,Christina Cabot,Helena Bonham Carter,Sydney 'Big Dawg' Colston,Rachel Singer,Christie Cronenweth,Tim DeZarn,Ezra Buzzington,Dierdre Downing-Jackson,Bob Stephenson,Charlie Dell"
The Terminator,1984,8.1,"Action,Sci-Fi",1h 47m,"Arnold Schwarzenegger,Linda Hamilton,Michael Biehn,Paul Winfield,Lance Henriksen,Rick Rossovich,Bess Motta,Earl Boen,Dick Miller,Shawn Schepps,Bruce M. Kerner,Franco Columbu,Bill Paxton,Brad Rearden,Brian Thompson,William Wisher,Ken Fritz,Tom Oberhaus"
Interstellar,2014,8.6,"Adventure,Drama,Sci-Fi",2h 49m,"Matthew McConaughey,Anne Hathaway,Jessica Chastain,Mackenzie Foy,Ellen Burstyn,John Lithgow,Timothée Chalamet,David Oyelowo,Collette Wolfe,Francis X. McCarthy,Bill Irwin,Andrew Borba,Wes Bentley,William Devane,Michael Caine,David Gyasi,Josh Stewart,Casey Affleck"
Alien,1979,8.5,"Horror,Sci-Fi",1h 57m,"Sigourney Weaver,Tom Skerritt,John Hurt,Veronica Cartwright,Harry Dean Stanton,Ian Holm,Yaphet Kotto,Bolaji Badejo,Helen Horton,Eddie Powell"
It Happened One Night,1934,8.1,"Comedy,Romance",1h 45m,"Clark Gable,Claudette Colbert,Walter Connolly,Roscoe Karns,Jameson Thomas,Alan Hale,Arthur Hoyt,Blanche Friderici,Charles C. Wilson,Ernie Adams,Jessie Arnold,Irving Bacon,William Bailey,William Begg,William A. Boardway,Ward Bond,Harry C. Bradley,George P. Breakston"
Ford v Ferrari,2019,8.1,"Action,Biography,Drama",2h 32m,"Matt Damon,Christian Bale,Jon Bernthal,Caitríona Balfe,Josh Lucas,Noah Jupe,Tracy Letts,Remo Girone,Ray McKinnon,JJ Feild,Jack McMullen,Corrado Invernizzi,Joe Williamson,Ian Harding,Christopher Darga,Shawn Law,Emil Beheshti,Darrin Prescott"
Once Upon a Time in America,1984,8.3,"Crime,Drama",3h 49m,"Robert De Niro,James Woods,Elizabeth McGovern,Treat Williams,Tuesday Weld,Burt Young,Joe Pesci,Danny Aiello,William Forsythe,James Hayden,Darlanne Fluegel,Larry Rapp,Dutch Miller,Robert Harper,Richard Bright,Gerard Murphy,Amy Ryder,Olga Karlatos"
Harakiri,1962,8.6,"Action,Drama,Mystery",2h 13m,"Tatsuya Nakadai,Akira Ishihama,Shima Iwashita,Tetsurô Tanba,Masao Mishima,Ichirô Nakatani,Kei Satô,Yoshio Inaba,Hisashi Igawa,Tôru Takeuchi,Yoshirô Aoki,Tatsuo Matsumura,Akiji Kobayashi,Kôichi Hayashi,Ryûtarô Gomi,Jô Azumi,Nakajirô Tomita,Shichisaburô Amatsu"
Citizen Kane,1941,8.3,"Drama,Mystery",1h 59m,"Orson Welles,Joseph Cotten,Dorothy Comingore,Agnes Moorehead,Ruth Warrick,Ray Collins,Erskine Sanford,Everett Sloane,William Alland,Paul Stewart,George Coulouris,Fortunio Bonanova,Gus Schilling,Philip Van Zandt,Georgia Backus,Harry Shannon,Sonny Bupp,Buddy Swan"
In the Name of the Father,1993,8.1,"Biography,Crime,Drama",2h 13m,"Daniel Day-Lewis,Pete Postlethwaite,Alison Crosbie,Philip King,Emma Thompson,Nye Heron,Anthony Brophy,Frankie McCafferty,Paul Warriner,Julian Walsh,Stuart Wolfenden,Jo Connor,Karen Carlisle,Seamus Moran,Billy Byrne,Maureen McBride,Jane Nolan,Laurence Griffin"
Memories of Murder,2003,8.1,"Crime,Drama,Mystery",2h 12m,"Song Kang-ho,Kim Sang-kyung,Roe-ha Kim,Jae-ho Song,Byun Hee-Bong,Seo-hie Ko,Tae-ho Ryu,No-shik Park,Park Hae-il,Mi-seon Jeon,Young-hwa Seo,Woo Go-na,Ok-joo Lee,Jong-ryol Choi,Seung-mok Yoo,Hun-Kyung Lee,Shin Hyun-jong,Jae-eung Lee"
Braveheart,1995,8.4,"Biography,Drama,History",2h 58m,"Mel Gibson,Sophie Marceau,Patrick McGoohan,Angus Macfadyen,James Robinson,Sean Lawlor,Sandy Nelson,James Cosmo,Sean McGinley,Alan Tall,Andrew Weir,Gerda Stevenson,Ralph Riach,Mhairi Calvey,Brian Cox,Peter Hanly,Stephen Billington,Barry McGovern"
Hotel Rwanda,2004,8.1,"Biography,Drama,History",2h 1m,"Don Cheadle,Sophie Okonedo,Joaquin Phoenix,Xolani Mali,Desmond Dube,Hakeem Kae-Kazim,Tony Kgoroge,Rosie Motene,Neil McCarthy,Mabutho 'Kid' Sithole,Nick Nolte,Fana Mokoena,Jeremiah Ndlovu,Lebo Mashile,Antonio David Lyons,Leleti Khumalo,Kgomotso Seitshohlo,Lerato Mokgotho"
Jai Bhim,2021,8.8,"Crime,Drama,Mystery",2h 44m,"Suriya,Lijo Mol Jose,Manikandan K.,Rajisha Vijayan,Prakash Raj,Rao Ramesh,Guru Somasundaram,M.S. Bhaskar,V. Jayaprakash,Sibi Thomas,Ilavarasu,Jayarao,Sujatha Sivakumar,Ravi Venkatraman,Tamizh,Kumaravel,Supergood Subramani,Bala Hasan"
Reservoir Dogs,1992,8.3,"Crime,Thriller",1h 39m,"Harvey Keitel,Tim Roth,Michael Madsen,Chris Penn,Steve Buscemi,Lawrence Tierney,Randy Brooks,Kirk Baltz,Edward Bunker,Quentin Tarantino,Rich Turner,David Steen,Tony Cosmo,Stevo Polyi,Michael Sottile,Robert Ruth,Lawrence Bender,Linda Kaye"
Joker,2019,8.4,"Crime,Drama,Thriller",2h 2m,"Joaquin Phoenix,Robert De Niro,Zazie Beetz,Frances Conroy,Brett Cullen,Shea Whigham,Bill Camp,Glenn Fleshler,Leigh Gill,Josh Pais,Rocco Luna,Marc Maron,Sondra James,Murphy Guyer,Douglas Hodge,Dante Pereira-Olson,Carrie Louise Putrello,Sharon Washington"
"Three Billboards Outside Ebbing, Missouri",2017,8.1,"Comedy,Crime,Drama",1h 55m,"Frances McDormand,Woody Harrelson,Sam Rockwell,Caleb Landry Jones,Kerry Condon,Alejandro Barrios,Clarke Peters,Darrell Britt-Gibson,Abbie Cornish,Riya May Atwood,Selah Atwood,Lucas Hedges,Zeljko Ivanek,Amanda Warren,Malaya Rivera Drew,Sandy Martin,Peter Dinklage,Christopher Berry"
Once Upon a Time in the West,1968,8.5,Western,2h 45m,"Henry Fonda,Charles Bronson,Claudia Cardinale,Jason Robards,Gabriele Ferzetti,Paolo Stoppa,Woody Strode,Jack Elam,Keenan Wynn,Frank Wolff,Lionel Stander,Livio Andronico,Salvatore Basile,Aldo Berti,Joseph Bradley,Frank Braña,Marilù Carteny,Saturno Cerra"
Children of Heaven,1997,8.2,"Drama,Family,Sport",1h 29m,"Mohammad Amir Naji,Amir Farrokh Hashemian,Bahare Seddiqi,Nafise Jafar-Mohammadi,Fereshte Sarabandi,Kamal Mirkarimi,Behzad Rafi,Dariush Mokhtari,Mohammad-Hasan Hosseinian,Masume Dair,Kambiz Peykarnegar,Hasan Roohparvari,Abbas-Ali Roomandi,Jafar Seyfollahi,Qolamreza Maleki,Zahra Mirzai,Sara Zamani,Mohammad Haj-Hosseini"
To Kill a Mockingbird,1962,8.3,"Crime,Drama",2h 9m,"Gregory Peck,John Megna,Frank Overton,Rosemary Murphy,Ruth White,Brock Peters,Estelle Evans,Paul Fix,Collin Wilcox Paxton,James Anderson,Alice Ghostley,Robert Duvall,William Windom,Crahan Denton,Richard Hale,Mary Badham,Phillip Alford,R.L. Armstrong"
Spirited Away,2001,8.6,"Animation,Adventure,Family",2h 5m,"Daveigh Chase,Suzanne Pleshette,Miyu Irino,Rumi Hiiragi,Mari Natsuki,Takashi Naitô,Yasuko Sawaguchi,Tatsuya Gashûin,Ryûnosuke Kamiki,Yumi Tamai,Yô Ôizumi,Koba Hayashi,Tsunehiko Kamijô,Takehiko Ono,Bunta Sugawara,Shigeru Wakita,Shirô Saitô,Michiko Yamamoto"
M,1931,8.3,"Crime,Mystery,Thriller",1h 39m,"Peter Lorre,Ellen Widmann,Inge Landgut,Otto Wernicke,Theodor Loos,Gustaf Gründgens,Friedrich Gnaß,Fritz Odemar,Paul Kemp,Theo Lingen,Rudolf Blümner,Georg John,Franz Stein,Ernst Stahl-Nachbaur,Gerhard Bienert,Karl Platen,Rosa Valetti,Hertha von Walther"
The Secret in Their Eyes,2009,8.2,"Drama,Mystery,Romance",2h 9m,"Ricardo Darín,Soledad Villamil,Pablo Rago,Carla Quevedo,Javier Godino,Bárbara Palladino,Rudy Romano,Alejandro Abelenda,Mario Alarcón,Guillermo Francella,Sebastián Blanco,Mariano Argento,José Luis Gioia,Juan José Ortíz,Kiko Cerone,Fernando Pardo,Maximiliano Trento,Sergio Santana"
Sherlock Jr.,1924,8.2,"Action,Comedy,Romance",45m,"Buster Keaton,Kathryn McGuire,Joe Keaton,Erwin Connelly,Ward Crane,Jane Connelly,George Davis,Doris Deane,Christine Francis,Betsy Ann Hisle,Kewpie Morgan,Steve Murphy,John Patrick,Ford West"
The Great Escape,1963,8.2,"Adventure,Drama,History",2h 52m,"Steve McQueen,James Garner,Richard Attenborough,Charles Bronson,James Donald,Donald Pleasence,James Coburn,Hannes Messemer,David McCallum,Gordon Jackson,John Leyton,Angus Lennie,Nigel Stock,Robert Graf,Jud Taylor,Hans Reiser,Harry Riebauer,William Russell"
Blade Runner,1982,8.1,"Action,Drama,Sci-Fi",1h 57m,"Harrison Ford,Rutger Hauer,Sean Young,Edward James Olmos,M. Emmet Walsh,Daryl Hannah,William Sanderson,Brion James,Joe Turkel,Joanna Cassidy,James Hong,Morgan Paull,Kevin Thompson,John Edward Allen,Hy Pyke,Kimiko Hiroshige,Bob Okazaki,Carolyn DeMirjian"
The Best Years of Our Lives,1946,8.1,"Drama,Romance,War",2h 50m,"Myrna Loy,Dana Andrews,Fredric March,Teresa Wright,Virginia Mayo,Cathy O'Donnell,Hoagy Carmichael,Harold Russell,Gladys George,Roman Bohnen,Ray Collins,Minna Gombell,Walter Baldwin,Steve Cochran,Dorothy Adams,Don Beddoe,Marlene Aames,Charles Halton"
Amores Perros,2000,8.1,"Drama,Thriller",2h 34m,"Emilio Echevarría,Gael García Bernal,Goya Toledo,Álvaro Guerrero,Vanessa Bauche,Jorge Salinas,Marco Pérez,Rodrigo Murray,Humberto Busto,Gerardo Campbell,Rosa María Bianchi,Dunia Saldívar,Adriana Barraza,José Sefami,Lourdes Echevarría,Laura Almela,Ricardo Dalmacci,Gustavo Sánchez Parra"
Bicycle Thieves,1948,8.3,Drama,1h 29m,"Lamberto Maggiorani,Enzo Staiola,Lianella Carell,Elena Altieri,Gino Saltamerenda,Giulio Chiari,Vittorio Antonucci,Michele Sakara,Fausto Guerzoni,Emma Druetti,Carlo Jachino,Giulio Battiferri,Ida Bracci Dorati,Nando Bruno,Eolo Capritti,Memmo Carotenuto,Giovanni Corporale,Veriano Ginesi"
The Silence of the Lambs,1991,8.6,"Crime,Drama,Thriller",1h 58m,"Jodie Foster,Anthony Hopkins,Lawrence A. Bonney,Kasi Lemmons,Lawrence T. Wrentz,Scott Glenn,Anthony Heald,Frankie Faison,Don Brockett,Frank Seals Jr.,Stuart Rudin,Maria Skorobogatov,Jeffrie Lane,Leib Lensky,George 'Red' Schwartz,Jim Roche,Brooke Smith,Ted Levine"
Taxi Driver,1976,8.2,"Crime,Drama",1h 54m,"Robert De Niro,Jodie Foster,Cybill Shepherd,Albert Brooks,Diahnne Abbott,Frank Adu,Victor Argo,Gino Ardito,Garth Avery,Peter Boyle,Harry Cohn,Copper Cunningham,Brenda Dickson,Harry Fischler,Nat Grant,Leonard Harris,Richard Higgs,Beau Kayser"
Schindler's List,1993,9.0,"Biography,Drama,History",3h 15m,"Liam Neeson,Ralph Fiennes,Ben Kingsley,Caroline Goodall,Jonathan Sagall,Embeth Davidtz,Malgorzata Gebel,Shmuel Levy,Mark Ivanir,Béatrice Macola,Andrzej Seweryn,Friedrich von Thun,Krzysztof Luft,Harry Nehring,Norbert Weisser,Adi Nitzan,Michael Schneider,Miri Fabian"
Hacksaw Ridge,2016,8.1,"Biography,Drama,History",2h 19m,"Andrew Garfield,Sam Worthington,Luke Bracey,Teresa Palmer,Richard Pyros,Jacob Warner,Milo Gibson,Darcy Bryce,Roman Guerriero,James Lugton,Kasia Stelmach,Hugo Weaving,Rachel Griffiths,Jarin Towney,Tim McGarry,Tyler Coppin,Richard Platt,Nathaniel Buzolic"
Rashomon,1950,8.2,"Crime,Drama,Mystery",1h 28m,"Toshirô Mifune,Machiko Kyô,Masayuki Mori,Takashi Shimura,Minoru Chiaki,Kichijirô Ueda,Noriko Honma,Daisuke Katô"
Parasite,2019,8.5,"Drama,Thriller",2h 12m,"Song Kang-ho,Lee Sun-kyun,Cho Yeo-jeong,Choi Woo-sik,Park So-dam,Lee Jeong-eun,Jang Hye-jin,Park Myeong-hoon,Jung Ji-so,Jung Hyun-jun,Park Keun-rok,Jung Yi-seo,Jo Jae-myeong,Jung Ik-han,Kim Kyu-baek,Hwang In-kyung,Ahn Seong-bong,Kim Jin-hyung"
Network,1976,8.1,Drama,2h 1m,"Faye Dunaway,William Holden,Peter Finch,Robert Duvall,Wesley Addy,Ned Beatty,Arthur Burghardt,Bill Burrows,John Carpenter,Jordan Charney,Kathy Cronkite,Ed Crowley,Jerome Dempsey,Conchata Ferrell,Gene Gross,Stanley Grover,Cindy Grover,Darryl Hickman"
Stand by Me,1986,8.1,"Adventure,Drama",1h 29m,"Wil Wheaton,River Phoenix,Corey Feldman,Jerry O'Connell,Kiefer Sutherland,Casey Siemaszko,Gary Riley,Bradley Gregg,Jason Oliver Lipsett,Marshall Bell,Frances Lee McCain,Bruce Kirby,William Bronder,Scott Beach,Richard Dreyfuss,John Cusack,Madeleine Swift,Popeye"
